1	слова	слово	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#784.9#785.45
2	и	и	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#785.45#786.0
3	музыка	музыка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#786.0#786.55
4	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#786.55#787.1
5	песня	песня	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#787.1#787.65
6	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934-words#@vvp1934#788.7#789.041
7	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#789.041#789.382
8	что	что	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#789.382#789.723
9	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#789.723#790.064
10	дурацкий	дурацкий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#790.064#790.405
11	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#790.405#790.746
12	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#790.746#791.087
13	но	но	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#791.087#791.428
14	всё-таки	все-таки	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#791.428#791.769
15	для	для	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#791.769#792.11
16	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#792.11#792.451
17	лично	лично	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#792.451#792.8
18	что	что	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#794.2#795.15
19	первичнее?	первичнее?	SYM	_	_	_	_	_	@vvp1934-words#@vvp1934#795.15#796.1
20	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934-words#@vvp1934#814.5#814.818
21	к	к	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#814.818#815.136
22	чему	что	PRON	_	Case=Dat	_	_	_	@vvp1934-words#@vvp1934#815.136#815.454
23	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#815.454#815.772
24	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#815.772#816.09
25	вот	вот	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#816.09#816.408
26	если	если	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#816.408#816.726
27	взять	взять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#816.726#817.044
28	песню	песня	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#817.044#817.362
29	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#817.362#817.68
30	любую	любой	VERB	_	Aspect=Perf|Case=Acc|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@vvp1934-words#@vvp1934#817.68#818.0
31	и	и	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#820.1#820.475
32	играть	играть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#820.475#820.85
33	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#820.85#821.225
34	в	в	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#821.225#821.6
35	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#821.6#821.975
36	вот	вот	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#821.975#822.35
37	можно	можно	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#822.35#822.725
38	слушать	слушать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#822.725#823.1
39	только	только	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#823.1#823.475
40	музыку	музыка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#823.475#823.85
41	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#823.85#824.225
42	и	и	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#824.225#824.6
43	можно	можно	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#824.6#824.975
44	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#824.975#825.35
45	прочитать	читать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#825.35#825.725
46	или	или	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#825.725#826.1
47	слушать	слушать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#826.1#826.475
48	чтение	чтение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#826.475#826.85
49	только	только	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#826.85#827.225
50	слов	слово	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#827.225#827.6
51	ну	ну	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#830.004#830.292
52	вот	вот	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#830.292#830.58
53	скажем	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#830.58#830.868
54	если	если	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#830.868#831.156
55	взять	брать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#831.156#831.444
56	Высоцкого	Высоцкий	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#831.444#831.732
57	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#831.732#832.02
58	к	к	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#832.02#832.308
59	примеру	пример	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#832.308#832.603
60	то	то	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#834.0#834.312
61	на	на	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#834.312#834.624
62	мой	мой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#834.624#834.936
63	взгляд	взгляд	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#834.936#835.248
64	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#835.248#835.56
65	слова	слово	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#835.56#835.872
66	сильнее	сильный	ADV	_	Degree=Cmp	_	_	_	@vvp1934-words#@vvp1934#835.872#836.184
67	музыки	музыка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#836.184#836.5
68	зачастую	зачастую	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#836.6#836.966
69	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#836.966#837.332
70	да?	да?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#837.332#837.7
71	хотя	хотя	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#838.2#838.528
72	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#838.528#838.856
73	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#838.856#839.184
74	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@vvp1934-words#@vvp1934#839.184#839.512
75	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#839.512#839.84
76	сильные	сильный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#839.84#840.168
77	вещи	вещь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#840.168#840.5
78	а	а	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#841.1#841.37
79	если	если	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#841.37#841.64
80	взять	брать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#841.64#841.91
81	Булата	Булата	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#841.91#842.18
82	Окуджаву	Окуджава	PROPN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#842.18#842.45
83	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#842.45#842.72
84	тут	тут	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#842.72#842.99
85	чёрт	чёрт	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#842.99#843.26
86	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@vvp1934-words#@vvp1934#843.26#843.53
87	знает	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#843.53#843.8
88	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#843.8#844.07
89	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#844.07#844.34
90	тоже	тоже	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#844.34#844.61
91	слова	слово	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#844.61#844.88
92	сильнее	сильно	ADV	_	Degree=Cmp	_	_	_	@vvp1934-words#@vvp1934#844.88#845.15
93	чем	чем	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#845.15#845.42
94	слова	слово	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#845.42#845.7
95	слова	слово	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#846.2#846.4
96	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#847.6#847.911
97	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#847.911#848.222
98	мм	миллиметр	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#848.222#848.533
99	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#848.533#848.844
100	вот	вот	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#848.844#849.155
101	мм	миллиметр	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#849.155#849.466
102	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#849.466#849.777
103	для	для	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#849.777#850.088
104	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#850.088#850.4
105	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#858.0#858.45
106	нет	нет	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#858.45#858.9
107	но	но	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#863.6#863.85
108	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#863.85#864.1
109	же	же	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#864.1#864.35
110	сами	сам	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#864.35#864.6
111	пишите	пишить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#864.6#864.85
112	слова	слово	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#864.85#865.1
113	к	к	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#865.1#865.35
114	своим	свой	DET	_	Case=Dat|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#865.35#865.6
115	песням	песня	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#865.6#865.9
116	а	а	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#869.7#869.957
117	что	что	PRON	_	Case=Acc	_	_	_	@vvp1934-words#@vvp1934#869.957#870.214
118	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#870.214#870.471
119	не	не	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#870.471#870.728
120	считаете	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#870.728#870.985
121	себя	себя	PRON	_	Case=Acc	_	_	_	@vvp1934-words#@vvp1934#870.985#871.242
122	поэтом?	поэтом?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#871.242#871.5
123	а	а	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#874.5#874.866
124	вот	вот	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#874.866#875.232
125	так?	так?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#875.232#875.6
126	вот	вот	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#902.5#902.836
127	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934-words#@vvp1934#902.836#903.172
128	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#903.172#903.508
129	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#903.508#903.844
130	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#903.844#904.18
131	молодым	молодой	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#904.18#904.516
132	журналистам	журналист	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#904.516#904.852
133	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#904.852#905.188
134	особенно	особенно	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#905.188#905.524
135	телевизионным	телевизионный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#905.524#905.86
136	потому	потому	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#905.86#906.196
137	что	что	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#906.196#906.532
138	те	тот	DET	_	Case=Nom|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#906.532#906.868
139	кто	кто	PRON	_	Case=Nom	_	_	_	@vvp1934-words#@vvp1934#906.868#907.204
140	идут	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#907.204#907.54
141	на	на	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#907.54#907.876
142	телевидение	телевидение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#907.876#908.212
143	чаще	часто	ADV	_	Degree=Cmp	_	_	_	@vvp1934-words#@vvp1934#908.212#908.548
144	всего	все	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#908.548#908.884
145	идут	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#908.884#909.22
146	за	за	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#909.22#909.556
147	славой	слава	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#909.556#909.9
148	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934-words#@vvp1934#911.4#911.723
149	им	они	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@vvp1934-words#@vvp1934#911.723#912.046
150	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#912.046#912.369
151	имейте	иметь	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#912.369#912.692
152	ввиду	ввиду	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#912.692#913.015
153	что	что	PRON	_	Case=Acc	_	_	_	@vvp1934-words#@vvp1934#913.015#913.338
154	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#913.338#913.661
155	аа	а	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#913.661#913.984
156	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#913.984#914.307
157	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#914.307#914.63
158	станете	станть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#914.63#914.953
159	известными	известный	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#914.953#915.276
160	очень	очень	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#915.276#915.599
161	быстро	быстро	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#915.599#915.922
162	потому	потому	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#915.922#916.245
163	что	что	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#916.245#916.568
164	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#916.568#916.891
165	свойство	свойство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#916.891#917.214
166	телевизора	телевизор	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#917.214#917.55
167	но	но	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#918.6#918.9
168	вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#918.9#919.2
169	забудут	забыть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#919.2#919.5
170	с	с	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#919.5#919.8
171	такой	такой	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#919.8#920.1
172	же	же	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#920.1#920.4
173	быстротой	быстротой	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#920.4#920.7
174	как	как	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#920.7#921.0
175	только	только	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#921.0#921.3
176	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#921.3#921.6
